job_id,title,career_cluster,company_name,region,city,salary,experience_level,education_required,technical_skills,soft_skills,preferred_traits,work_arrangement,company_size,industry_growth,posting_date,applications_received,job_views,save_rate,job_description
444,UI/UX Designer,Technology,Company 444,Africa,Johannesburg,223300,Director,Associate's Degree,"JavaScript, Cloud Computing, C++, Node.js, TensorFlow","Emotional Intelligence, Critical Thinking","Analytical, Outgoing",Flexible,Medium (201-1000),Moderate Growth,2025-03-23,474,2370,0.39,"This is a Director UI/UX Designer position requiring expertise in JavaScript, Cloud Computing, C++, Node.js, TensorFlow. The ideal candidate should have strong Emotional Intelligence, Critical Thinking skills and be Analytical, Outgoing."
445,Animator,Creative Arts,Company 445,North America,Austin,47024,Entry-level,Bachelor's Degree,"Photoshop, Sketch, After Effects","Teamwork, Attention to Detail","Independent, Innovative",Hybrid,Medium (201-1000),Emerging Field,2025-03-30,245,1960,0.15,"This is a Entry-level Animator position requiring expertise in Photoshop, Sketch, After Effects. The ideal candidate should have strong Teamwork, Attention to Detail skills and be Independent, Innovative."
446,Research Scientist,Science & Research,Company 446,Asia,Shanghai,109766,Mid-level,Bachelor's Degree,"R, Data Analysis, Statistical Analysis","Communication, Time Management, Critical Thinking, Emotional Intelligence","Methodical, Risk-taker, Practical",Flexible,Medium (201-1000),Moderate Growth,2025-03-13,136,1904,0.24,"This is a Mid-level Research Scientist position requiring expertise in R, Data Analysis, Statistical Analysis. The ideal candidate should have strong Communication, Time Management, Critical Thinking, Emotional Intelligence skills and be Methodical, Risk-taker, Practical."
447,Physicist,Science & Research,Company 447,South America,Sao Paulo,174489,Senior,Bachelor's Degree,"Laboratory Techniques, R, Research Methods","Communication, Negotiation","Independent, Organized",On-site,Large (1000+),Slow Growth,2025-03-19,337,4044,0.08,"This is a Senior Physicist position requiring expertise in Laboratory Techniques, R, Research Methods. The ideal candidate should have strong Communication, Negotiation skills and be Independent, Organized."
448,Marketing Manager,Business,Company 448,North America,San Francisco,99228,Mid-level,Bachelor's Degree,"Project Management, Business Intelligence, Marketing, Financial Modeling, SQL, Google Analytics","Interpersonal Skills, Emotional Intelligence","Practical, Cautious, Analytical",Hybrid,Small (51-200),High Growth,2025-04-01,256,2048,0.16,"This is a Mid-level Marketing Manager position requiring expertise in Project Management, Business Intelligence, Marketing, Financial Modeling, SQL, Google Analytics. The ideal candidate should have strong Interpersonal Skills, Emotional Intelligence skills and be Practical, Cautious, Analytical."
449,Content Creator,Creative Arts,Company 449,North America,San Francisco,168359,Director,Associate's Degree,"Illustrator, Typography, Unity, 3D Modeling","Attention to Detail, Interpersonal Skills","Creative, Task-oriented, Outgoing",Remote,Small (51-200),Stable Growth,2025-03-27,308,4312,0.22,"This is a Director Content Creator position requiring expertise in Illustrator, Typography, Unity, 3D Modeling. The ideal candidate should have strong Attention to Detail, Interpersonal Skills skills and be Creative, Task-oriented, Outgoing."
450,Physicist,Science & Research,Company 450,North America,San Francisco,103908,Mid-level,High School,"MATLAB, Data Analysis, Python, R, Research Methods, Scientific Writing","Problem Solving, Work Ethic","Creative, Cautious, Collaborative",Flexible,Enterprise (10000+),Slow Growth,2025-03-07,124,1736,0.1,"This is a Mid-level Physicist position requiring expertise in MATLAB, Data Analysis, Python, R, Research Methods, Scientific Writing. The ideal candidate should have strong Problem Solving, Work Ethic skills and be Creative, Cautious, Collaborative."
451,Content Creator,Creative Arts,Company 451,Asia,Shanghai,94421,Mid-level,Certification,"Unity, Adobe Creative Suite, Unreal Engine, After Effects, Photoshop, Blender","Self-Motivation, Interpersonal Skills, Work Ethic, Teamwork","Practical, Innovative",On-site,Small (51-200),Stable Growth,2025-03-10,63,378,0.18,"This is a Mid-level Content Creator position requiring expertise in Unity, Adobe Creative Suite, Unreal Engine, After Effects, Photoshop, Blender. The ideal candidate should have strong Self-Motivation, Interpersonal Skills, Work Ethic, Teamwork skills and be Practical, Innovative."
452,Biologist,Science & Research,Company 452,South America,Lima,41017,Entry-level,Associate's Degree,"Experimental Design, Laboratory Techniques, Statistical Analysis, Scientific Instrumentation","Interpersonal Skills, Work Ethic, Self-Motivation","Creative, Analytical, Cautious",On-site,Startup (1-50),Emerging Field,2025-03-08,477,3339,0.33,"This is a Entry-level Biologist position requiring expertise in Experimental Design, Laboratory Techniques, Statistical Analysis, Scientific Instrumentation. The ideal candidate should have strong Interpersonal Skills, Work Ethic, Self-Motivation skills and be Creative, Analytical, Cautious."
453,UI/UX Designer,Technology,Company 453,North America,Austin,59384,Entry-level,High School,"PyTorch, CI/CD, Docker, React","Interpersonal Skills, Teamwork, Conflict Resolution","Creative, Task-oriented, Innovative",On-site,Startup (1-50),High Growth,2025-04-01,348,4176,0.21,"This is a Entry-level UI/UX Designer position requiring expertise in PyTorch, CI/CD, Docker, React. The ideal candidate should have strong Interpersonal Skills, Teamwork, Conflict Resolution skills and be Creative, Task-oriented, Innovative."
454,Game Developer,Creative Arts,Company 454,Australia,Sydney,236843,Executive,Master's Degree,"After Effects, Sketch, Unreal Engine","Interpersonal Skills, Attention to Detail, Work Ethic","Methodical, Creative",On-site,Enterprise (10000+),Slow Growth,2025-03-20,265,1590,0.24,"This is a Executive Game Developer position requiring expertise in After Effects, Sketch, Unreal Engine. The ideal candidate should have strong Interpersonal Skills, Attention to Detail, Work Ethic skills and be Methodical, Creative."
455,Data Scientist,Technology,Company 455,South America,Bogota,43148,Entry-level,Certification,"AWS, CI/CD, React, Cloud Computing, JavaScript, Java","Problem Solving, Teamwork, Attention to Detail","Analytical, Independent",On-site,Large (1000+),Stable Growth,2025-03-16,187,2618,0.2,"This is a Entry-level Data Scientist position requiring expertise in AWS, CI/CD, React, Cloud Computing, JavaScript, Java. The ideal candidate should have strong Problem Solving, Teamwork, Attention to Detail skills and be Analytical, Independent."
456,Chemist,Science & Research,Company 456,Australia,Sydney,160987,Senior,High School,"MATLAB, Research Methods, Statistical Analysis","Problem Solving, Self-Motivation, Leadership, Teamwork","Outgoing, People-oriented",Flexible,Startup (1-50),Moderate Growth,2025-03-30,481,6253,0.19,"This is a Senior Chemist position requiring expertise in MATLAB, Research Methods, Statistical Analysis. The ideal candidate should have strong Problem Solving, Self-Motivation, Leadership, Teamwork skills and be Outgoing, People-oriented."
457,UI/UX Designer,Technology,Company 457,Australia,Brisbane,82574,Mid-level,Certification,"Machine Learning, Docker, TensorFlow, Java","Teamwork, Emotional Intelligence, Interpersonal Skills","Adaptable, Organized, Detail-oriented",Remote,Enterprise (10000+),Slow Growth,2025-03-09,360,2520,0.33,"This is a Mid-level UI/UX Designer position requiring expertise in Machine Learning, Docker, TensorFlow, Java. The ideal candidate should have strong Teamwork, Emotional Intelligence, Interpersonal Skills skills and be Adaptable, Organized, Detail-oriented."
458,Medical Researcher,Healthcare,Company 458,Africa,Lagos,182426,Manager,Bachelor's Degree,"Clinical Assessment, Laboratory Techniques, Medical Software, Patient Care, Chemistry, Medical Terminology","Interpersonal Skills, Self-Motivation, Negotiation, Attention to Detail","Detail-oriented, Practical",Hybrid,Medium (201-1000),High Growth,2025-03-28,146,1168,0.21,"This is a Manager Medical Researcher position requiring expertise in Clinical Assessment, Laboratory Techniques, Medical Software, Patient Care, Chemistry, Medical Terminology. The ideal candidate should have strong Interpersonal Skills, Self-Motivation, Negotiation, Attention to Detail skills and be Detail-oriented, Practical."
459,Materials Scientist,Science & Research,Company 459,Australia,Brisbane,79307,Mid-level,Associate's Degree,"Scientific Instrumentation, Research Methods, R","Conflict Resolution, Work Ethic, Emotional Intelligence","Adaptable, Risk-taker",Remote,Startup (1-50),Slow Growth,2025-03-24,325,3900,0.11,"This is a Mid-level Materials Scientist position requiring expertise in Scientific Instrumentation, Research Methods, R. The ideal candidate should have strong Conflict Resolution, Work Ethic, Emotional Intelligence skills and be Adaptable, Risk-taker."
460,Academic Advisor,Education,Company 460,Australia,Sydney,95138,Mid-level,Associate's Degree,"Educational Technology, Curriculum Development, Learning Management Systems, Assessment","Leadership, Teamwork","Organized, Innovative, Independent",Flexible,Large (1000+),Slow Growth,2025-03-21,168,1848,0.1,"This is a Mid-level Academic Advisor position requiring expertise in Educational Technology, Curriculum Development, Learning Management Systems, Assessment. The ideal candidate should have strong Leadership, Teamwork skills and be Organized, Innovative, Independent."
461,Astrophysicist,Science & Research,Company 461,Europe,Paris,200412,Executive,PhD,"Scientific Instrumentation, R, Laboratory Techniques, Research Methods, MATLAB","Problem Solving, Attention to Detail, Communication, Interpersonal Skills","Adaptable, Cautious",Flexible,Large (1000+),Moderate Growth,2025-03-12,47,423,0.25,"This is a Executive Astrophysicist position requiring expertise in Scientific Instrumentation, R, Laboratory Techniques, Research Methods, MATLAB. The ideal candidate should have strong Problem Solving, Attention to Detail, Communication, Interpersonal Skills skills and be Adaptable, Cautious."
462,Project Manager,Business,Company 462,Europe,Madrid,312343,Executive,High School,"Marketing, Microsoft Excel, Budgeting, Project Management, Data Analysis, Google Analytics","Problem Solving, Interpersonal Skills, Emotional Intelligence, Negotiation","Outgoing, Creative, Analytical",Hybrid,Large (1000+),High Growth,2025-03-16,276,2208,0.28,"This is a Executive Project Manager position requiring expertise in Marketing, Microsoft Excel, Budgeting, Project Management, Data Analysis, Google Analytics. The ideal candidate should have strong Problem Solving, Interpersonal Skills, Emotional Intelligence, Negotiation skills and be Outgoing, Creative, Analytical."
463,Curriculum Developer,Education,Company 463,North America,Austin,70673,Mid-level,Associate's Degree,"Assessment, Classroom Management, Online Course Development, Curriculum Development, Instructional Design, Educational Technology","Communication, Conflict Resolution","Creative, Innovative, Collaborative",Flexible,Small (51-200),Moderate Growth,2025-03-16,128,1408,0.36,"This is a Mid-level Curriculum Developer position requiring expertise in Assessment, Classroom Management, Online Course Development, Curriculum Development, Instructional Design, Educational Technology. The ideal candidate should have strong Communication, Conflict Resolution skills and be Creative, Innovative, Collaborative."
464,Curriculum Developer,Education,Company 464,Asia,Tokyo,69732,Entry-level,Associate's Degree,"Educational Technology, Online Course Development, Curriculum Development, Learning Management Systems, Instructional Design, Assessment","Creativity, Work Ethic","Independent, Outgoing",Flexible,Small (51-200),High Growth,2025-03-25,223,2230,0.25,"This is a Entry-level Curriculum Developer position requiring expertise in Educational Technology, Online Course Development, Curriculum Development, Learning Management Systems, Instructional Design, Assessment. The ideal candidate should have strong Creativity, Work Ethic skills and be Independent, Outgoing."
465,Digital Artist,Creative Arts,Company 465,North America,Chicago,117939,Senior,High School,"Color Theory, Sketch, After Effects, Photoshop","Negotiation, Problem Solving, Creativity, Adaptability","Cautious, Analytical, Detail-oriented",Remote,Startup (1-50),Slow Growth,2025-03-24,239,3585,0.16,"This is a Senior Digital Artist position requiring expertise in Color Theory, Sketch, After Effects, Photoshop. The ideal candidate should have strong Negotiation, Problem Solving, Creativity, Adaptability skills and be Cautious, Analytical, Detail-oriented."
466,Physician,Healthcare,Company 466,South America,Bogota,286056,Executive,Bachelor's Degree,"Electronic Health Records, Clinical Assessment, Healthcare Regulations, Patient Care","Time Management, Emotional Intelligence, Creativity, Work Ethic","People-oriented, Creative",Hybrid,Medium (201-1000),Moderate Growth,2025-03-06,236,3540,0.25,"This is a Executive Physician position requiring expertise in Electronic Health Records, Clinical Assessment, Healthcare Regulations, Patient Care. The ideal candidate should have strong Time Management, Emotional Intelligence, Creativity, Work Ethic skills and be People-oriented, Creative."
467,School Counselor,Education,Company 467,North America,Seattle,192436,Manager,Bachelor's Degree,"Classroom Management, Educational Technology, Instructional Design, Learning Management Systems, Online Course Development","Creativity, Leadership, Adaptability","Adaptable, Creative, Analytical",Flexible,Medium (201-1000),Stable Growth,2025-03-24,498,6474,0.22,"This is a Manager School Counselor position requiring expertise in Classroom Management, Educational Technology, Instructional Design, Learning Management Systems, Online Course Development. The ideal candidate should have strong Creativity, Leadership, Adaptability skills and be Adaptable, Creative, Analytical."
468,Education Technology Specialist,Education,Company 468,Europe,Madrid,105564,Mid-level,Master's Degree,"Online Course Development, Educational Technology, Assessment, Curriculum Development, Instructional Design, Classroom Management","Conflict Resolution, Creativity, Time Management","Methodical, Cautious",Hybrid,Enterprise (10000+),Moderate Growth,2025-03-29,499,2495,0.08,"This is a Mid-level Education Technology Specialist position requiring expertise in Online Course Development, Educational Technology, Assessment, Curriculum Development, Instructional Design, Classroom Management. The ideal candidate should have strong Conflict Resolution, Creativity, Time Management skills and be Methodical, Cautious."
469,Academic Advisor,Education,Company 469,South America,Sao Paulo,192096,Director,High School,"Learning Management Systems, Classroom Management, Curriculum Development","Adaptability, Communication, Time Management","Innovative, Visionary",Remote,Enterprise (10000+),Stable Growth,2025-03-30,99,1485,0.34,"This is a Director Academic Advisor position requiring expertise in Learning Management Systems, Classroom Management, Curriculum Development. The ideal candidate should have strong Adaptability, Communication, Time Management skills and be Innovative, Visionary."
470,Environmental Scientist,Science & Research,Company 470,Africa,Lagos,65035,Entry-level,High School,"Research Methods, Data Analysis, MATLAB, Scientific Instrumentation, Experimental Design","Teamwork, Leadership, Interpersonal Skills, Negotiation","Detail-oriented, Organized",Remote,Startup (1-50),Moderate Growth,2025-03-09,89,712,0.13,"This is a Entry-level Environmental Scientist position requiring expertise in Research Methods, Data Analysis, MATLAB, Scientific Instrumentation, Experimental Design. The ideal candidate should have strong Teamwork, Leadership, Interpersonal Skills, Negotiation skills and be Detail-oriented, Organized."
471,Medical Technologist,Healthcare,Company 471,Asia,Bangalore,223568,Executive,Bachelor's Degree,"Medical Terminology, Clinical Assessment, Biology, Medical Software, Healthcare Regulations, Electronic Health Records","Emotional Intelligence, Conflict Resolution","Outgoing, Detail-oriented, Innovative",Flexible,Startup (1-50),Stable Growth,2025-04-02,409,5726,0.39,"This is a Executive Medical Technologist position requiring expertise in Medical Terminology, Clinical Assessment, Biology, Medical Software, Healthcare Regulations, Electronic Health Records. The ideal candidate should have strong Emotional Intelligence, Conflict Resolution skills and be Outgoing, Detail-oriented, Innovative."
472,Business Analyst,Business,Company 472,Africa,Johannesburg,124303,Manager,Associate's Degree,"Budgeting, Business Intelligence, Tableau","Attention to Detail, Time Management, Leadership, Critical Thinking","Analytical, Outgoing, Creative",Flexible,Enterprise (10000+),Stable Growth,2025-03-12,59,472,0.36,"This is a Manager Business Analyst position requiring expertise in Budgeting, Business Intelligence, Tableau. The ideal candidate should have strong Attention to Detail, Time Management, Leadership, Critical Thinking skills and be Analytical, Outgoing, Creative."
473,Product Manager,Business,Company 473,Africa,Lagos,164241,Director,PhD,"Tableau, Financial Modeling, Project Management","Teamwork, Self-Motivation","Outgoing, Task-oriented",Flexible,Large (1000+),Emerging Field,2025-03-16,369,3690,0.2,"This is a Director Product Manager position requiring expertise in Tableau, Financial Modeling, Project Management. The ideal candidate should have strong Teamwork, Self-Motivation skills and be Outgoing, Task-oriented."
474,Business Analyst,Business,Company 474,Europe,Paris,148380,Manager,Bachelor's Degree,"Data Analysis, Google Analytics, Financial Modeling","Time Management, Self-Motivation, Interpersonal Skills, Attention to Detail","Innovative, Visionary, Creative",On-site,Medium (201-1000),Slow Growth,2025-03-24,356,3916,0.21,"This is a Manager Business Analyst position requiring expertise in Data Analysis, Google Analytics, Financial Modeling. The ideal candidate should have strong Time Management, Self-Motivation, Interpersonal Skills, Attention to Detail skills and be Innovative, Visionary, Creative."
475,Medical Researcher,Healthcare,Company 475,Africa,Nairobi,209303,Executive,Master's Degree,"Medical Software, Medical Terminology, Biology","Interpersonal Skills, Communication","Visionary, Cautious, Outgoing",Hybrid,Large (1000+),High Growth,2025-03-26,458,6412,0.36,"This is a Executive Medical Researcher position requiring expertise in Medical Software, Medical Terminology, Biology. The ideal candidate should have strong Interpersonal Skills, Communication skills and be Visionary, Cautious, Outgoing."
476,Physicist,Science & Research,Company 476,Australia,Sydney,168798,Senior,Associate's Degree,"Scientific Instrumentation, Statistical Analysis, Python, Laboratory Techniques, MATLAB, R","Leadership, Self-Motivation, Attention to Detail","Innovative, Adaptable, Outgoing",Flexible,Small (51-200),Emerging Field,2025-03-20,157,785,0.33,"This is a Senior Physicist position requiring expertise in Scientific Instrumentation, Statistical Analysis, Python, Laboratory Techniques, MATLAB, R. The ideal candidate should have strong Leadership, Self-Motivation, Attention to Detail skills and be Innovative, Adaptable, Outgoing."
477,Academic Advisor,Education,Company 477,Australia,Perth,126601,Manager,PhD,"Assessment, Classroom Management, Online Course Development, Learning Management Systems, Instructional Design","Self-Motivation, Time Management, Work Ethic, Problem Solving","Innovative, Independent",Flexible,Small (51-200),Emerging Field,2025-03-09,358,4296,0.19,"This is a Manager Academic Advisor position requiring expertise in Assessment, Classroom Management, Online Course Development, Learning Management Systems, Instructional Design. The ideal candidate should have strong Self-Motivation, Time Management, Work Ethic, Problem Solving skills and be Innovative, Independent."
478,Curriculum Developer,Education,Company 478,South America,Buenos Aires,164208,Manager,PhD,"Instructional Design, Assessment, Online Course Development, Learning Management Systems","Emotional Intelligence, Creativity, Critical Thinking","Practical, Risk-taker",On-site,Large (1000+),Stable Growth,2025-03-16,468,2808,0.13,"This is a Manager Curriculum Developer position requiring expertise in Instructional Design, Assessment, Online Course Development, Learning Management Systems. The ideal candidate should have strong Emotional Intelligence, Creativity, Critical Thinking skills and be Practical, Risk-taker."
479,Digital Artist,Creative Arts,Company 479,Europe,Dublin,172217,Manager,Associate's Degree,"Unity, Typography, Blender, Illustrator","Emotional Intelligence, Communication, Time Management, Work Ethic","Cautious, Creative, Practical",On-site,Large (1000+),High Growth,2025-03-08,356,2848,0.32,"This is a Manager Digital Artist position requiring expertise in Unity, Typography, Blender, Illustrator. The ideal candidate should have strong Emotional Intelligence, Communication, Time Management, Work Ethic skills and be Cautious, Creative, Practical."
480,School Counselor,Education,Company 480,Australia,Sydney,207591,Executive,Master's Degree,"Assessment, Instructional Design, Classroom Management, Curriculum Development, Educational Technology, Learning Management Systems","Communication, Adaptability","Task-oriented, Methodical",Hybrid,Small (51-200),High Growth,2025-03-30,309,1545,0.12,"This is a Executive School Counselor position requiring expertise in Assessment, Instructional Design, Classroom Management, Curriculum Development, Educational Technology, Learning Management Systems. The ideal candidate should have strong Communication, Adaptability skills and be Task-oriented, Methodical."
481,Pharmacist,Healthcare,Company 481,Europe,London,195337,Director,High School,"Biology, Electronic Health Records, Chemistry, Laboratory Techniques","Creativity, Communication","Collaborative, Methodical",On-site,Large (1000+),Slow Growth,2025-03-14,286,2574,0.38,"This is a Director Pharmacist position requiring expertise in Biology, Electronic Health Records, Chemistry, Laboratory Techniques. The ideal candidate should have strong Creativity, Communication skills and be Collaborative, Methodical."
482,Game Developer,Creative Arts,Company 482,Australia,Melbourne,166521,Manager,High School,"Unreal Engine, Photoshop, UI/UX, Color Theory, Blender, 3D Modeling","Creativity, Adaptability","Outgoing, Detail-oriented",Hybrid,Startup (1-50),Moderate Growth,2025-03-09,365,4015,0.16,"This is a Manager Game Developer position requiring expertise in Unreal Engine, Photoshop, UI/UX, Color Theory, Blender, 3D Modeling. The ideal candidate should have strong Creativity, Adaptability skills and be Outgoing, Detail-oriented."
483,Environmental Scientist,Science & Research,Company 483,Asia,Tokyo,230502,Executive,Bachelor's Degree,"Scientific Instrumentation, Scientific Writing, Data Analysis, R","Interpersonal Skills, Communication, Problem Solving, Emotional Intelligence","Methodical, Detail-oriented, Adaptable",Remote,Medium (201-1000),Emerging Field,2025-03-11,329,4935,0.05,"This is a Executive Environmental Scientist position requiring expertise in Scientific Instrumentation, Scientific Writing, Data Analysis, R. The ideal candidate should have strong Interpersonal Skills, Communication, Problem Solving, Emotional Intelligence skills and be Methodical, Detail-oriented, Adaptable."
484,Biologist,Science & Research,Company 484,Australia,Brisbane,218871,Director,Associate's Degree,"Experimental Design, R, Laboratory Techniques, Scientific Writing, Research Methods","Problem Solving, Interpersonal Skills, Emotional Intelligence","Practical, Outgoing",On-site,Medium (201-1000),Slow Growth,2025-03-14,307,2763,0.31,"This is a Director Biologist position requiring expertise in Experimental Design, R, Laboratory Techniques, Scientific Writing, Research Methods. The ideal candidate should have strong Problem Solving, Interpersonal Skills, Emotional Intelligence skills and be Practical, Outgoing."
485,Video Editor,Creative Arts,Company 485,Australia,Adelaide,71706,Entry-level,Associate's Degree,"Typography, UI/UX, Blender","Conflict Resolution, Work Ethic, Interpersonal Skills","Task-oriented, Risk-taker, Organized",Flexible,Small (51-200),Stable Growth,2025-03-11,279,3069,0.39,"This is a Entry-level Video Editor position requiring expertise in Typography, UI/UX, Blender. The ideal candidate should have strong Conflict Resolution, Work Ethic, Interpersonal Skills skills and be Task-oriented, Risk-taker, Organized."
486,Animator,Creative Arts,Company 486,Australia,Perth,274776,Executive,High School,"Sketch, Typography, Photoshop, After Effects, Unreal Engine, 3D Modeling","Adaptability, Creativity, Problem Solving, Self-Motivation","Methodical, Practical, Cautious",On-site,Large (1000+),Stable Growth,2025-03-19,390,3900,0.22,"This is a Executive Animator position requiring expertise in Sketch, Typography, Photoshop, After Effects, Unreal Engine, 3D Modeling. The ideal candidate should have strong Adaptability, Creativity, Problem Solving, Self-Motivation skills and be Methodical, Practical, Cautious."
487,Research Scientist,Science & Research,Company 487,Europe,Berlin,260510,Executive,Certification,"Research Methods, Statistical Analysis, Laboratory Techniques, Scientific Instrumentation, Data Analysis, Scientific Writing","Self-Motivation, Conflict Resolution, Adaptability, Problem Solving","Methodical, Analytical, Innovative",Flexible,Large (1000+),Emerging Field,2025-03-06,476,4284,0.33,"This is a Executive Research Scientist position requiring expertise in Research Methods, Statistical Analysis, Laboratory Techniques, Scientific Instrumentation, Data Analysis, Scientific Writing. The ideal candidate should have strong Self-Motivation, Conflict Resolution, Adaptability, Problem Solving skills and be Methodical, Analytical, Innovative."
488,Product Manager,Business,Company 488,Australia,Adelaide,150297,Director,Certification,"Tableau, Marketing, Microsoft Excel, Project Management, Financial Modeling","Self-Motivation, Leadership, Critical Thinking","Analytical, Risk-taker",On-site,Enterprise (10000+),Stable Growth,2025-03-12,165,1485,0.08,"This is a Director Product Manager position requiring expertise in Tableau, Marketing, Microsoft Excel, Project Management, Financial Modeling. The ideal candidate should have strong Self-Motivation, Leadership, Critical Thinking skills and be Analytical, Risk-taker."
489,Financial Analyst,Business,Company 489,Asia,Singapore,45236,Entry-level,Bachelor's Degree,"CRM Software, Project Management, Google Analytics, Marketing, Tableau","Leadership, Time Management, Adaptability","Detail-oriented, Adaptable",Hybrid,Medium (201-1000),Moderate Growth,2025-03-07,447,6705,0.07,"This is a Entry-level Financial Analyst position requiring expertise in CRM Software, Project Management, Google Analytics, Marketing, Tableau. The ideal candidate should have strong Leadership, Time Management, Adaptability skills and be Detail-oriented, Adaptable."
490,Graphic Designer,Creative Arts,Company 490,Asia,Seoul,118384,Mid-level,Bachelor's Degree,"Typography, UI/UX, Adobe Creative Suite","Adaptability, Attention to Detail, Negotiation, Self-Motivation","Organized, Adaptable, Outgoing",Hybrid,Large (1000+),Stable Growth,2025-03-25,398,4378,0.27,"This is a Mid-level Graphic Designer position requiring expertise in Typography, UI/UX, Adobe Creative Suite. The ideal candidate should have strong Adaptability, Attention to Detail, Negotiation, Self-Motivation skills and be Organized, Adaptable, Outgoing."
491,Machine Learning Engineer,Technology,Company 491,South America,Bogota,155341,Director,PhD,"AWS, Machine Learning, React","Time Management, Conflict Resolution","Detail-oriented, Risk-taker",Remote,Medium (201-1000),High Growth,2025-03-06,84,840,0.19,"This is a Director Machine Learning Engineer position requiring expertise in AWS, Machine Learning, React. The ideal candidate should have strong Time Management, Conflict Resolution skills and be Detail-oriented, Risk-taker."
492,Teacher,Education,Company 492,Asia,Dubai,218711,Director,PhD,"Curriculum Development, Classroom Management, Assessment, Learning Management Systems, Educational Technology","Creativity, Teamwork, Self-Motivation, Interpersonal Skills","Independent, Organized",On-site,Medium (201-1000),Stable Growth,2025-03-17,101,606,0.32,"This is a Director Teacher position requiring expertise in Curriculum Development, Classroom Management, Assessment, Learning Management Systems, Educational Technology. The ideal candidate should have strong Creativity, Teamwork, Self-Motivation, Interpersonal Skills skills and be Independent, Organized."
493,Project Manager,Business,Company 493,Europe,Amsterdam,208620,Director,Bachelor's Degree,"Tableau, CRM Software, Google Analytics, SQL, PowerBI, Budgeting","Creativity, Work Ethic, Problem Solving, Leadership","Visionary, Methodical, Cautious",On-site,Enterprise (10000+),Emerging Field,2025-03-25,389,5446,0.06,"This is a Director Project Manager position requiring expertise in Tableau, CRM Software, Google Analytics, SQL, PowerBI, Budgeting. The ideal candidate should have strong Creativity, Work Ethic, Problem Solving, Leadership skills and be Visionary, Methodical, Cautious."
494,Instructional Designer,Education,Company 494,South America,Sao Paulo,166507,Manager,Certification,"Learning Management Systems, Instructional Design, Classroom Management, Assessment","Problem Solving, Emotional Intelligence, Adaptability","Visionary, Analytical, Collaborative",Flexible,Medium (201-1000),Stable Growth,2025-03-13,224,1344,0.39,"This is a Manager Instructional Designer position requiring expertise in Learning Management Systems, Instructional Design, Classroom Management, Assessment. The ideal candidate should have strong Problem Solving, Emotional Intelligence, Adaptability skills and be Visionary, Analytical, Collaborative."
495,Digital Artist,Creative Arts,Company 495,Africa,Johannesburg,77940,Mid-level,Bachelor's Degree,"Photoshop, After Effects, UI/UX, Unreal Engine, Sketch","Attention to Detail, Teamwork","Task-oriented, Analytical",On-site,Small (51-200),High Growth,2025-03-17,174,1740,0.14,"This is a Mid-level Digital Artist position requiring expertise in Photoshop, After Effects, UI/UX, Unreal Engine, Sketch. The ideal candidate should have strong Attention to Detail, Teamwork skills and be Task-oriented, Analytical."
496,Materials Scientist,Science & Research,Company 496,Europe,Madrid,220255,Director,PhD,"Statistical Analysis, R, Data Analysis, Experimental Design, Research Methods, Scientific Writing","Self-Motivation, Problem Solving, Emotional Intelligence, Adaptability","Visionary, Cautious",Flexible,Enterprise (10000+),Slow Growth,2025-03-16,173,1557,0.32,"This is a Director Materials Scientist position requiring expertise in Statistical Analysis, R, Data Analysis, Experimental Design, Research Methods, Scientific Writing. The ideal candidate should have strong Self-Motivation, Problem Solving, Emotional Intelligence, Adaptability skills and be Visionary, Cautious."
497,Special Education Teacher,Education,Company 497,Australia,Adelaide,75886,Entry-level,High School,"Assessment, Educational Technology, Curriculum Development, Online Course Development, Instructional Design","Attention to Detail, Creativity, Time Management","Outgoing, Innovative, Practical",Hybrid,Medium (201-1000),High Growth,2025-03-16,481,6253,0.18,"This is a Entry-level Special Education Teacher position requiring expertise in Assessment, Educational Technology, Curriculum Development, Online Course Development, Instructional Design. The ideal candidate should have strong Attention to Detail, Creativity, Time Management skills and be Outgoing, Innovative, Practical."
498,Human Resources Manager,Business,Company 498,North America,New York,79130,Entry-level,High School,"Business Intelligence, Google Analytics, Tableau, CRM Software, Marketing, Budgeting","Interpersonal Skills, Creativity","Adaptable, Innovative, Risk-taker",Remote,Enterprise (10000+),Stable Growth,2025-03-15,35,280,0.2,"This is a Entry-level Human Resources Manager position requiring expertise in Business Intelligence, Google Analytics, Tableau, CRM Software, Marketing, Budgeting. The ideal candidate should have strong Interpersonal Skills, Creativity skills and be Adaptable, Innovative, Risk-taker."
499,Software Engineer,Technology,Company 499,Australia,Adelaide,296912,Executive,Certification,"Docker, CI/CD, Cloud Computing, Node.js, Kubernetes","Problem Solving, Self-Motivation","Cautious, Creative, Methodical",On-site,Startup (1-50),Slow Growth,2025-03-07,491,5892,0.38,"This is a Executive Software Engineer position requiring expertise in Docker, CI/CD, Cloud Computing, Node.js, Kubernetes. The ideal candidate should have strong Problem Solving, Self-Motivation skills and be Cautious, Creative, Methodical."
